,orf,label,growth,status
0,Q0045,1,0.012903552932025159,optimal
1,Q0080,1,0.031930526183580034,optimal
2,Q0085,1,0.03193052618147247,optimal
3,Q0105,1,0.012966816583218459,optimal
4,Q0130,1,0.0319305261814716,optimal
5,Q0250,1,0.012903558849516427,optimal
6,Q0275,1,0.012903556287949057,optimal
7,YAL012W,1,0.0859075489964062,optimal
8,YAL022C,1,0.08590754899640722,optimal
9,YAL023C,1,0.085907548996407,optimal
10,YAL026C,1,0.08590751899387791,optimal
11,YAL035W,1,0.08590751899388004,optimal
12,YAL038W,0,0.08590754899640686,optimal
13,YAL039C,1,0.08590751899387934,optimal
14,YAL044C,1,0.08589933905762326,optimal
15,YAL054C,1,0.08590754899640686,optimal
16,YAL060W,1,0.08590754899640635,optimal
17,YAL062W,1,0.08590751899387976,optimal
18,YAR015W,1,-6.641291450773874e-14,optimal
19,YAR035W,1,0.08590754899640753,optimal
20,YAR071W,1,0.08590754899640674,optimal
21,YBL011W,1,0.08590754899640675,optimal
22,YBL013W,1,0.08590754899640726,optimal
23,YBL015W,1,0.08590751899387968,optimal
24,YBL030C,0,0.08590751899387955,optimal
25,YBL033C,1,0.0,optimal
26,YBL039C,1,0.08590751899387936,optimal
27,YBL042C,1,0.08590751899387776,optimal
28,YBL045C,1,0.012966816738424931,optimal
29,YBL064C,1,0.0859075189938789,optimal
30,YBL068W,1,0.0859075489964066,optimal
31,YBL076C,0,0.0,optimal
32,YBL080C,1,0.08590754899640746,optimal
33,YBL091C,1,0.08590754899640758,optimal
34,YBL098W,1,4.916550623392688e-14,optimal
35,YBL099W,1,0.03193052618147143,optimal
36,YBR001C,1,0.08590751899387895,optimal
37,YBR002C,0,0.085907548996407,optimal
38,YBR003W,1,0.08590754899640661,optimal
39,YBR004C,0,0.08590754899640733,optimal
40,YBR006W,1,0.08590754899640692,optimal
41,YBR011C,0,0.08590754899640797,optimal
42,YBR018C,1,0.08590754899640715,optimal
43,YBR019C,1,0.08590754899640723,optimal
44,YBR020W,1,0.08590751899387829,optimal
45,YBR021W,1,0.08590751899387791,optimal
46,YBR022W,1,0.08590751899387944,optimal
47,YBR023C,1,0.08590754899640606,optimal
48,YBR026C,1,0.08590751899387968,optimal
49,YBR029C,0,0.0,optimal
50,YBR034C,1,0.08590754899640599,optimal
51,YBR035C,1,0.0859075489964076,optimal
52,YBR036C,1,0.08590754899640785,optimal
53,YBR038W,0,0.0859075489964068,optimal
54,YBR039W,1,0.03193052618147123,optimal
55,YBR041W,1,0.08590754899640682,optimal
56,YBR042C,1,0.08590751899387832,optimal
57,YBR046C,1,0.08590751899387776,optimal
58,YBR058C-A,1,0.08590754899640682,optimal
59,YBR068C,1,0.0859075489964067,optimal
60,YBR069C,1,0.08590754899640694,optimal
61,YBR070C,0,0.08590754899640682,optimal
62,YBR084W,1,0.08590751899387872,optimal
63,YBR085W,1,0.08590751899387776,optimal
64,YBR092C,1,0.0859075189938787,optimal
65,YBR093C,1,0.08590754899640735,optimal
66,YBR097W,1,0.08590754899640811,optimal
67,YBR110W,0,0.08590751899388138,optimal
68,YBR111C,1,0.0859075189938785,optimal
69,YBR115C,1,-3.1660611431000104e-17,optimal
70,YBR117C,1,0.08590754899640707,optimal
71,YBR121C,1,0.0859075489964063,optimal
72,YBR126C,1,-2.731092951568112e-17,optimal
73,YBR127C,1,0.08590754899640712,optimal
74,YBR128C,1,0.08590751899387902,optimal
75,YBR132C,1,0.08590754899640675,optimal
76,YBR145W,1,0.0859075489964061,optimal
77,YBR147W,1,0.08590754899640686,optimal
78,YBR149W,1,0.0859075489964084,optimal
79,YBR153W,0,0.0,optimal
80,YBR159W,1,0.0859075489964053,optimal
81,YBR161W,1,0.08590754899640768,optimal
82,YBR166C,1,1.4339371425291412e-17,optimal
83,YBR176W,1,-7.571915631660645e-13,optimal
84,YBR177C,1,0.08590751899387929,optimal
85,YBR180W,1,0.08590754899640797,optimal
86,YBR183W,1,0.08590754899640674,optimal
87,YBR192W,0,0.0859075189938789,optimal
88,YBR196C,0,0.08590754899640737,optimal
89,YBR199W,1,0.08590754899640697,optimal
90,YBR204C,1,0.08590754899640717,optimal
91,YBR205W,1,0.0859075489964069,optimal
92,YBR208C,1,0.08590754899640672,optimal
93,YBR213W,1,0.08590751899387955,optimal
94,YBR218C,1,0.0859075189938784,optimal
95,YBR221C,1,0.08451018998980529,optimal
96,YBR222C,1,0.08590754899640712,optimal
97,YBR229C,1,0.08590754899640571,optimal
98,YBR235W,1,0.08590754899640761,optimal
99,YBR243C,0,0.08590754899640671,optimal
100,YBR244W,1,0.08590751899387927,optimal
101,YBR248C,1,0.0,optimal
102,YBR249C,1,0.08590754899640646,optimal
103,YBR252W,0,0.08590751899387876,optimal
104,YBR256C,0,0.0,optimal
105,YBR263W,1,0.08590131967992376,optimal
106,YBR265W,0,0.08590751899387986,optimal
107,YBR281C,1,0.08590754899640737,optimal
108,YBR291C,1,0.08582522013187387,optimal
109,YBR293W,1,0.08590754899640832,optimal
110,YBR294W,1,0.08590751899387901,optimal
111,YBR295W,1,0.0859075489964053,optimal
112,YBR296C,1,0.0859075189938784,optimal
113,YBR298C,1,0.08590754899640722,optimal
114,YBR299W,1,0.0859075489964075,optimal
115,YCL004W,1,0.08590754899640717,optimal
116,YCL005W-A,1,0.08590754899640604,optimal
117,YCL009C,1,0.08590751899387908,optimal
118,YCL017C,0,0.08590751899387955,optimal
119,YCL018W,1,0.0,optimal
120,YCL025C,1,0.08590751899387952,optimal
121,YCL030C,1,0.0,optimal
122,YCL035C,1,0.08590754899640692,optimal
123,YCL038C,1,0.08590754899640811,optimal
124,YCL040W,1,0.08590751899387776,optimal
125,YCL047C,1,0.08590754899640642,optimal
126,YCL050C,1,0.08588995956978823,optimal
127,YCL052C,0,0.08590751899388024,optimal
128,YCL064C,1,0.08590751899387901,optimal
129,YCL069W,1,0.08590754899640776,optimal
130,YCR005C,1,0.08590754899640755,optimal
131,YCR010C,1,0.08590754899640694,optimal
132,YCR011C,1,0.08590754899640629,optimal
133,YCR012W,0,0.07720353393657824,optimal
134,YCR024C,1,0.08590751899387968,optimal
135,YCR024C-A,1,0.08590754899640678,optimal
136,YCR028C,1,0.08590754899640801,optimal
137,YCR034W,1,0.08590751899387776,optimal
138,YCR036W,1,0.08590754899640764,optimal
139,YCR037C,1,0.08590754899640671,optimal
140,YCR048W,1,0.08590754899640748,optimal
141,YCR053W,1,0.0,optimal
142,YCR068W,1,0.08590751899387929,optimal
143,YCR075C,1,0.08590754899640811,optimal
144,YCR083W,1,0.08590754899640722,optimal
145,YCR098C,1,0.0859075189938785,optimal
146,YCR105W,1,0.08590754899640758,optimal
147,YCR107W,1,0.0859075189938789,optimal
148,YDL004W,0,0.031930526181472366,optimal
149,YDL015C,0,0.08590754899640672,optimal
150,YDL022W,1,0.08590754899640721,optimal
151,YDL024C,1,0.08590751500290918,optimal
152,YDL040C,1,0.08590751899387876,optimal
153,YDL042C,1,0.08590754899640776,optimal
154,YDL045C,0,0.0,optimal
155,YDL052C,1,0.085907548996409,optimal
156,YDL055C,0,0.0,optimal
157,YDL066W,1,0.08579170523694643,optimal
158,YDL067C,1,0.012903560471841564,optimal
159,YDL078C,1,0.08590751899387854,optimal
160,YDL080C,1,0.08590751899387956,optimal
161,YDL085W,1,0.08590751899388004,optimal
162,YDL090C,1,0.08590754899640689,optimal
163,YDL093W,1,0.08590754899640758,optimal
164,YDL095W,1,0.0859075489964077,optimal
165,YDL100C,1,0.08590754056215238,optimal
166,YDL103C,0,0.0859075489964077,optimal
167,YDL120W,0,0.08590754899640694,optimal
168,YDL131W,1,0.0859075189938789,optimal
169,YDL141W,0,-1.1451926214451464e-16,optimal
170,YDL142C,1,0.08590754899640797,optimal
171,YDL166C,0,0.08590515447949047,optimal
172,YDL168W,1,0.08590751899387783,optimal
173,YDL171C,1,0.08590751899387927,optimal
174,YDL174C,1,0.0859075489964061,optimal
175,YDL178W,1,0.08590754899640682,optimal
176,YDL182W,1,0.08590754899640755,optimal
177,YDL185W,1,0.08590754899640757,optimal
178,YDL198C,1,0.08590754899640712,optimal
179,YDL205C,0,7.0165425455107e-17,optimal
180,YDL210W,1,0.08590751899387934,optimal
181,YDL215C,1,0.08590751899387776,optimal
182,YDL219W,1,0.08590751899387981,optimal
183,YDL236W,1,0.0859075189938793,optimal
184,YDL238C,1,0.08590754899640712,optimal
185,YDL243C,1,0.08590754899640521,optimal
186,YDL245C,1,0.08590754899640758,optimal
187,YDL247W,1,0.08590754899640801,optimal
188,YDR001C,1,0.08590754899640679,optimal
189,YDR007W,1,1.751112614541483e-17,optimal
190,YDR009W,1,0.08590754899640721,optimal
191,YDR017C,1,0.08590751899387908,optimal
192,YDR019C,1,0.08589933905762423,optimal
193,YDR023W,0,0.08590754899640715,optimal
194,YDR035W,1,0.08590754899640735,optimal
195,YDR036C,1,0.0859075489964069,optimal
196,YDR037W,0,0.0,optimal
197,YDR038C,1,0.08590754899640662,optimal
198,YDR039C,1,0.0859075489964067,optimal
199,YDR040C,1,0.08590754899640661,optimal
200,YDR044W,0,0.0,optimal
201,YDR046C,1,0.08590751899387944,optimal
202,YDR047W,0,0.0,optimal
203,YDR050C,0,0.08522258322917889,optimal
204,YDR051C,1,0.08590754899640611,optimal
205,YDR058C,1,0.08590754899640636,optimal
206,YDR062W,0,0.08590754899640694,optimal
207,YDR071C,1,0.08590751899387776,optimal
208,YDR072C,1,0.08590754899640723,optimal
209,YDR074W,1,1.0349404869100216e-16,optimal
210,YDR093W,1,0.08590751899387976,optimal
211,YDR098C,1,0.08590751899387776,optimal
212,YDR105C,1,0.08590754899640785,optimal
213,YDR127W,1,-1.3112435577832726e-15,optimal
214,YDR135C,1,0.08590754899640701,optimal
215,YDR147W,1,0.08590751899387872,optimal
216,YDR148C,1,0.08590754793214803,optimal
217,YDR158W,1,0.0,optimal
218,YDR173C,1,0.08590751899387931,optimal
219,YDR178W,1,0.08590754899640758,optimal
220,YDR191W,1,0.08590751899387804,optimal
221,YDR196C,0,-2.463127313820499e-12,optimal
222,YDR204W,1,0.08590754899640758,optimal
223,YDR208W,0,0.08590754899640642,optimal
224,YDR226W,1,0.08590751899387865,optimal
225,YDR231C,1,0.08590754899640755,optimal
226,YDR232W,0,0.0,optimal
227,YDR234W,1,0.0,optimal
228,YDR236C,0,0.0859075489964068,optimal
229,YDR242W,1,0.08590754899640635,optimal
230,YDR256C,1,0.08590754899640458,optimal
231,YDR261C,1,0.0859075489964061,optimal
232,YDR268W,1,0.08590754899640643,optimal
233,YDR270W,1,0.08590754899640825,optimal
234,YDR272W,1,0.08590751899387938,optimal
235,YDR284C,1,0.08590754899640701,optimal
236,YDR287W,1,0.08590751899387901,optimal
237,YDR294C,1,0.08590754899640712,optimal
238,YDR297W,1,0.08590754899640758,optimal
239,YDR298C,1,0.0319305261814719,optimal
240,YDR300C,1,0.08590754899640636,optimal
241,YDR302W,0,0.0859075489964069,optimal
242,YDR305C,1,0.0859075189938791,optimal
243,YDR315C,1,0.08590754899640685,optimal
244,YDR321W,1,0.08590754899640674,optimal
245,YDR322C-A,1,0.031930526304875445,optimal
246,YDR341C,0,0.0,optimal
247,YDR342C,1,0.08590754899640703,optimal
248,YDR343C,1,0.08590751899387783,optimal
249,YDR345C,1,0.08590754899640785,optimal
250,YDR352W,1,0.08590751899387973,optimal
251,YDR353W,0,0.08590754899640828,optimal
252,YDR354W,1,5.155833075224043e-15,optimal
253,YDR367W,0,0.08590751899387776,optimal
254,YDR368W,1,0.08590751899387686,optimal
255,YDR373W,0,0.08590754899640707,optimal
256,YDR376W,0,0.08590751899387783,optimal
257,YDR377W,1,0.03193052618147166,optimal
258,YDR380W,1,0.08590754899640643,optimal
259,YDR384C,1,0.08590754899640679,optimal
260,YDR399W,1,0.08590751899387876,optimal
261,YDR400W,1,0.08590751899387931,optimal
262,YDR402C,1,0.08590754899640787,optimal
263,YDR403W,1,0.08590754899640758,optimal
264,YDR408C,1,2.348075971999682e-14,optimal
265,YDR410C,1,0.08590754899640646,optimal
266,YDR428C,1,4.657279399114711e-15,optimal
267,YDR437W,0,0.08590751899388024,optimal
268,YDR440W,1,0.0859075189938791,optimal
269,YDR441C,1,0.08590751899387906,optimal
270,YDR452W,1,0.08590754899640722,optimal
271,YDR453C,1,0.08590754899640744,optimal
272,YDR454C,0,0.0,optimal
273,YDR456W,1,0.08590754899640844,optimal
274,YDR481C,1,0.08590754899640721,optimal
275,YDR483W,1,0.0859075489964053,optimal
276,YDR487C,0,0.0,optimal
277,YDR497C,1,0.08590754899640723,optimal
278,YDR502C,1,0.08590754899640735,optimal
279,YDR503C,1,0.08590754899640775,optimal
280,YDR508C,1,0.08590131967992376,optimal
281,YDR513W,1,0.08590751899387919,optimal
282,YDR516C,1,0.08590754899640832,optimal
283,YDR529C,1,0.01296681658321872,optimal
284,YDR530C,1,0.0859075489964053,optimal
285,YDR531W,0,-1.4367446691836768e-12,optimal
286,YDR533C,1,0.08590754899640743,optimal
287,YDR536W,1,0.08590751899387776,optimal
288,YDR538W,1,0.08590754899640626,optimal
289,YDR539W,1,0.08590754899640672,optimal
290,YEL004W,1,0.08590751899387886,optimal
291,YEL006W,1,0.0859075489964053,optimal
292,YEL017C-A,1,0.08590754899640735,optimal
293,YEL021W,1,1.0459513454442064e-16,optimal
294,YEL024W,1,0.012966816583218597,optimal
295,YEL027W,1,0.08590751899387927,optimal
296,YEL029C,1,0.08590751899387776,optimal
297,YEL031W,1,0.0859075489964066,optimal
298,YEL038W,1,-1.5314950499139614e-12,optimal
299,YEL039C,1,0.08590754899640712,optimal
300,YEL041W,1,0.08590754899640726,optimal
301,YEL042W,1,0.0859075489964067,optimal
302,YEL046C,1,0.08590754899640758,optimal
303,YEL047C,1,0.08590754899640611,optimal
304,YEL051W,1,0.08590754899640811,optimal
305,YEL058W,0,0.08590751899387845,optimal
306,YEL063C,1,0.08590754899640683,optimal
307,YEL066W,1,0.08590751899387887,optimal
308,YEL069C,1,0.08590751899387927,optimal
309,YEL071W,1,0.08590754899640635,optimal
310,YER003C,0,0.0,optimal
311,YER005W,1,0.08590751899387866,optimal
312,YER010C,1,0.08590751899387977,optimal
313,YER014W,1,5.38140067738634e-29,optimal
314,YER015W,1,0.08590754899640723,optimal
315,YER019W,1,0.08590754899640739,optimal
316,YER023W,0,0.0,optimal
317,YER024W,1,0.0859075489964066,optimal
318,YER026C,1,-2.968323815093448e-18,optimal
319,YER037W,1,0.085907548996409,optimal
320,YER042W,1,0.08590754899640717,optimal
321,YER043C,0,3.71612603928444e-18,optimal
322,YER052C,1,1.1406827452872602e-30,optimal
323,YER053C,1,0.08590754899640696,optimal
324,YER055C,1,0.0,optimal
325,YER056C,1,0.08590751899387887,optimal
326,YER060W,1,0.08590754899640729,optimal
327,YER060W-A,1,0.08590751899387879,optimal
328,YER061C,1,0.08590754899640682,optimal
329,YER062C,1,0.08590751899388004,optimal
330,YER065C,1,0.0859075189938787,optimal
331,YER069W,1,-3.2608409438397113e-13,optimal
332,YER070W,1,0.08590754899640722,optimal
333,YER073W,1,0.0859075489964063,optimal
334,YER081W,1,0.08590754899640729,optimal
335,YER086W,1,0.08590751899387934,optimal
336,YER087W,1,0.0859075489964062,optimal
337,YER090W,1,0.0,optimal
338,YER091C,1,-3.109094273219007e-16,optimal
339,YER099C,1,0.08590754899640521,optimal
340,YER119C,1,0.08590754899640757,optimal
341,YER141W,1,0.08590754899640725,optimal
342,YER152C,1,0.08590754899640642,optimal
343,YER163C,1,0.08590754899640735,optimal
344,YER170W,1,0.0859075489964077,optimal
345,YER174C,1,0.08590754899640726,optimal
346,YER175C,1,0.08590751899387887,optimal
347,YER178W,1,0.08451018998980547,optimal
348,YER183C,1,0.0859075489964066,optimal
349,YFL001W,1,0.08590754899640733,optimal
350,YFL011W,1,0.08590754899640735,optimal
351,YFL017C,0,0.08590751899387981,optimal
352,YFL018C,1,0.08450224494971356,optimal
353,YFL022C,0,0.0,optimal
354,YFL030W,1,0.0859075489964069,optimal
355,YFL045C,0,0.0,optimal
356,YFL053W,1,0.0859075489964067,optimal
357,YFL055W,1,0.08590751899387968,optimal
358,YFL058W,1,-2.473145506822638e-17,optimal
359,YFL059W,1,0.08590751899387791,optimal
360,YFL060C,1,0.08590751899387929,optimal
361,YFR015C,1,0.08590754899640682,optimal
362,YFR019W,1,0.08590751899387929,optimal
363,YFR021W,1,0.08590751899387929,optimal
364,YFR025C,1,0.0,optimal
365,YFR030W,1,0.0,optimal
366,YFR033C,1,0.012966818952561434,optimal
367,YFR044C,1,0.08590754899640682,optimal
368,YFR047C,1,4.180871344435135e-14,optimal
369,YFR049W,1,0.08590751899387918,optimal
370,YFR053C,1,0.08590754899640642,optimal
371,YGL001C,0,0.0,optimal
372,YGL006W,1,0.08590754899640722,optimal
373,YGL008C,0,0.08590751899387872,optimal
374,YGL009C,1,0.0,optimal
375,YGL012W,1,0.0,optimal
376,YGL017W,1,0.08590754899640797,optimal
377,YGL026C,1,3.804409109729723e-14,optimal
378,YGL027C,1,0.08590751899387859,optimal
379,YGL037C,1,0.08590751899387904,optimal
380,YGL038C,1,0.08590751899387776,optimal
381,YGL040C,0,0.0,optimal
382,YGL047W,0,0.0859075489964066,optimal
383,YGL055W,0,1.2588841648833456e-33,optimal
384,YGL062W,1,0.08590751899387944,optimal
385,YGL063W,1,0.0859075489964061,optimal
386,YGL065C,0,0.08590751899387727,optimal
387,YGL067W,1,0.08590754899640722,optimal
388,YGL077C,1,0.0859075489964066,optimal
389,YGL080W,1,0.08590754899640679,optimal
390,YGL084C,1,0.08590754899640729,optimal
391,YGL125W,1,0.08590754899640747,optimal
392,YGL142C,0,0.08590751899387984,optimal
393,YGL148W,1,1.0536273866158187e-15,optimal
394,YGL154C,1,0.0,optimal
395,YGL156W,1,0.0859075189938784,optimal
396,YGL167C,1,0.08590754899640661,optimal
397,YGL169W,0,0.08590751899388004,optimal
398,YGL184C,1,0.08590754899640635,optimal
399,YGL186C,1,0.08590754899640811,optimal
400,YGL187C,1,0.0859075489964083,optimal
401,YGL191W,1,0.08590751899387757,optimal
402,YGL196W,1,0.08590751899387934,optimal
403,YGL202W,1,0.08590754899640726,optimal
404,YGL205W,1,0.08590754899640643,optimal
405,YGL224C,1,0.08590751899387887,optimal
406,YGL225W,0,0.08590751899387783,optimal
407,YGL234W,1,2.4670689832966203e-14,optimal
408,YGL245W,0,0.0,optimal
409,YGL248W,1,0.08590754899640811,optimal
410,YGL253W,1,0.08590754899640785,optimal
411,YGL255W,1,0.08590754899640717,optimal
412,YGL256W,1,0.0859075189938795,optimal
413,YGR007W,1,0.08590751899387845,optimal
414,YGR010W,1,0.08590751899387933,optimal
415,YGR012W,1,0.085907548996407,optimal
416,YGR019W,1,0.0,optimal
417,YGR020C,1,0.0859075189938797,optimal
418,YGR032W,1,0.08590754899640801,optimal
419,YGR036C,1,0.08590751899387791,optimal
420,YGR038W,1,0.08590751899387877,optimal
421,YGR043C,1,0.08590751899387776,optimal
422,YGR046W,0,0.08590754899640587,optimal
423,YGR055W,1,0.08590754899640739,optimal
424,YGR060W,0,9.929129187332316e-17,optimal
425,YGR061C,1,-4.568763835992775e-14,optimal
426,YGR062C,1,0.08590751899387929,optimal
427,YGR065C,0,0.08590754899640717,optimal
428,YGR087C,1,0.08590754899640722,optimal
429,YGR088W,1,0.08590739771910776,optimal
430,YGR094W,0,0.0,optimal
431,YGR096W,1,0.08590751899387981,optimal
432,YGR106C,1,0.08590754899640701,optimal
433,YGR110W,1,0.08590751899387872,optimal
434,YGR121C,1,0.08590751899387859,optimal
435,YGR124W,1,0.08590754899640694,optimal
436,YGR138C,1,0.08590754899640621,optimal
437,YGR143W,1,0.08590754899640758,optimal
438,YGR144W,1,0.08590754899640674,optimal
439,YGR154C,1,0.08590754899640801,optimal
440,YGR155W,1,0.08590754899640736,optimal
441,YGR157W,1,0.08590751899387934,optimal
442,YGR170W,1,0.08590751899387875,optimal
443,YGR171C,1,0.08590754899640739,optimal
444,YGR175C,0,0.0,optimal
445,YGR177C,1,0.08590754899640521,optimal
446,YGR180C,1,0.0859075189938791,optimal
447,YGR183C,1,0.012966813129364691,optimal
448,YGR185C,0,-2.8667290832789365e-17,optimal
449,YGR191W,0,0.08590754899640733,optimal
450,YGR192C,1,0.08590751899387981,optimal
451,YGR193C,1,0.0845101899898045,optimal
452,YGR194C,1,0.08590751899387816,optimal
453,YGR202C,1,0.08590754899640674,optimal
454,YGR204W,1,-7.83382390554679e-15,optimal
455,YGR208W,1,0.08570481006267253,optimal
456,YGR209C,1,0.08590754899640722,optimal
457,YGR216C,0,0.08590751899387976,optimal
458,YGR227W,1,0.0859075489964067,optimal
459,YGR234W,1,0.08590754899640722,optimal
460,YGR240C,1,0.08456334679516306,optimal
461,YGR243W,1,0.08590751899387934,optimal
462,YGR244C,1,0.08590754899640636,optimal
463,YGR247W,1,0.08590754899640675,optimal
464,YGR248W,1,0.08590751899387776,optimal
465,YGR254W,1,0.0859075489964069,optimal
466,YGR255C,1,0.08590754899640678,optimal
467,YGR256W,1,0.08590754899640682,optimal
468,YGR260W,1,0.08590751899387572,optimal
469,YGR264C,0,0.0,optimal
470,YGR267C,0,0.0,optimal
471,YGR277C,0,0.08590736733727782,optimal
472,YGR282C,1,0.08590754899640586,optimal
473,YGR286C,1,0.085907548996409,optimal
474,YGR287C,1,0.08590754899640571,optimal
475,YGR289C,1,0.08590751899387872,optimal
476,YGR292W,1,0.08590754899640661,optimal
477,YHL003C,1,0.08590751899387872,optimal
478,YHL011C,1,0.08590754899640785,optimal
479,YHL016C,1,0.08590751899387944,optimal
480,YHL032C,1,0.08590751899387934,optimal
481,YHL036W,1,0.08590751899387965,optimal
482,YHR001W-A,1,0.01296681658321887,optimal
483,YHR002W,1,0.08561455059724839,optimal
484,YHR007C,0,0.0,optimal
485,YHR008C,1,0.08590754899640672,optimal
486,YHR011W,1,0.08590751899387872,optimal
487,YHR013C,1,0.08590751899387955,optimal
488,YHR018C,1,0.0,optimal
489,YHR019C,0,0.0,optimal
490,YHR020W,0,-1.6335597944023384e-15,optimal
491,YHR025W,1,0.0,optimal
492,YHR026W,1,0.08590754899640743,optimal
493,YHR037W,1,0.08590754899640757,optimal
494,YHR039C-A,1,0.08590751899387879,optimal
495,YHR042W,0,0.0,optimal
496,YHR043C,1,0.08590754899640712,optimal
497,YHR044C,1,0.08590751899388004,optimal
498,YHR046C,1,0.08590751899387783,optimal
499,YHR051W,1,0.08590751899387776,optimal
500,YHR063C,1,-2.0866114576285738e-13,optimal
501,YHR067W,1,0.0859075489964067,optimal
502,YHR068W,0,0.08590754899640758,optimal
503,YHR072W,0,1.259219596394975e-16,optimal
504,YHR074W,0,-2.5581248130248838e-17,optimal
505,YHR091C,1,0.08590754899640678,optimal
506,YHR092C,1,0.08590754899640694,optimal
507,YHR094C,1,0.08590751899387843,optimal
508,YHR096C,1,0.0859075189938787,optimal
509,YHR100C,1,0.08590754899640733,optimal
510,YHR104W,1,0.08590751899387976,optimal
511,YHR106W,1,0.08590754899640785,optimal
512,YHR109W,1,0.08590754899640791,optimal
513,YHR116W,1,0.08590754899640776,optimal
514,YHR119W,1,0.08590751899387797,optimal
515,YHR123W,1,0.08590754899640671,optimal
516,YHR128W,0,0.08590754899640717,optimal
517,YHR137W,1,0.08590751899387965,optimal
518,YHR144C,1,0.08590659117362139,optimal
519,YHR162W,1,0.08590751899387976,optimal
520,YHR163W,1,0.08590754899640694,optimal
521,YHR174W,1,0.08590751899387968,optimal
522,YHR183W,1,0.085907548996407,optimal
523,YHR190W,0,0.0,optimal
524,YHR201C,1,0.08590754899640692,optimal
525,YHR208W,1,-3.905847791857875e-16,optimal
526,YHR215W,1,0.0859075489964067,optimal
527,YHR216W,1,0.08590754899640635,optimal
528,YIL002C,1,0.0859075489964069,optimal
529,YIL006W,1,0.0859075489964061,optimal
530,YIL009W,1,0.08590754899640737,optimal
531,YIL010W,1,0.08590754899640776,optimal
532,YIL013C,1,0.08590754899640611,optimal
533,YIL020C,1,0.0,optimal
534,YIL023C,1,0.08590754899640746,optimal
535,YIL043C,1,0.08590754899640661,optimal
536,YIL048W,0,0.08590754899640769,optimal
537,YIL053W,1,0.08590754899640723,optimal
538,YIL066C,1,0.08590751899387918,optimal
539,YIL074C,1,0.08590754899640705,optimal
540,YIL078W,0,0.0,optimal
541,YIL083C,0,0.0,optimal
542,YIL094C,1,0.0,optimal
543,YIL099W,1,0.08590751899387965,optimal
544,YIL107C,1,0.08590754899640729,optimal
545,YIL111W,1,0.0859075489964069,optimal
546,YIL116W,1,-2.3659189505655134e-16,optimal
547,YIL124W,1,0.08590751899387944,optimal
548,YIL125W,1,0.08590754793214747,optimal
549,YIL134W,1,0.08590754899640694,optimal
550,YIL145C,1,-8.022112494788011e-13,optimal
551,YIL155C,1,0.08590751899387955,optimal
552,YIL160C,1,0.08590754899640723,optimal
553,YIL162W,1,0.08590751899387981,optimal
554,YIL172C,1,0.08590754899640743,optimal
555,YIR027C,1,0.08590754899640643,optimal
556,YIR028W,1,0.08590754899640733,optimal
557,YIR029W,1,0.08590751899387929,optimal
558,YIR031C,1,0.08590751899387965,optimal
559,YIR032C,1,0.08590754899640725,optimal
560,YIR034C,1,-1.0842474286828528e-16,optimal
561,YIR037W,1,0.08590754899640632,optimal
562,YIR038C,1,0.0859075489964077,optimal
563,YJL003W,1,0.08590754899640785,optimal
564,YJL005W,0,0.0859075489964066,optimal
565,YJL012C,1,0.08590754899640717,optimal
566,YJL026W,0,0.08590751899387906,optimal
